,draft_id,draft_slot,is_keeper,pick_no,picked_by,player_id_x,roster_id,round,first_name_x,injury_status_x,last_name_x,news_updated_x,number_x,position_x,sport_x,status_x,team_x,active,age_x,birth_city,birth_country,birth_date,birth_state,college_x,depth_chart_order,depth_chart_position,espn_id_x,fantasy_data_id_x,fantasy_positions,first_name_y,gsis_id_x,hashtag,height_x,high_school,injury_body_part,injury_notes,injury_start_date,injury_status_y,last_name_y,metadata,news_updated_y,number_y,pandascore_id,position_y,practice_description,practice_participation,rotowire_id_x,rotoworld_id_x,search_first_name,search_full_name,search_last_name,search_rank,sport_y,sportradar_id,stats_id_x,status_y,swish_id_x,team_y,weight_x,yahoo_id_x,years_exp,player_id_y,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,gsis_id_y,mfl_id,fantasypros_id,pff_id,sleeper_id,nfl_id,espn_id_y,yahoo_id_y,fleaflicker_id,cbs_id,rotowire_id_y,rotoworld_id_y,ktc_id,pfr_id,cfbref_id,stats_id_y,stats_global_id,fantasy_data_id_y,swish_id_y,name,merge_name,position,team,birthdate,age_y,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height_y,weight_y,college_y,db_season
0,863912024172847105,1,,1,455204806886158336,6813,14,1,Jonathan,InjuryStatus.NA,Taylor,1661664362396,28,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.IND,True,23.0,,,1999-01-19,,Wisconsin,1.0,RB,4242335.0,21682.0,[<NFLPosition.RB: 'RB'>],Jonathan,,#jonathantaylor-NFL-IND-28,70,Salem (NJ),,,,InjuryStatus.NA,Taylor,,1670218850268.0,28.0,,NFLPosition.RB,,PracticeParticipation.NA,14455.0,,jonathan,jonathantaylor,taylor,1.0,Sport.NFL,925195a4-06ba-4e37-ae7d-a3d6a5419139,,NFLPlayerStatus.ACTIVE,1065406.0,NFLTeam.IND,226,32711.0,2.0,00-0036223,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,192,861.0,4,3.0,3.0,39.0,-28.597308918537035,0,27,39,130.0,0,0.0,0.0,-63.0,185.0,4.0,-17.22158458328894,0,-10.602672327672327,1.0805543822134367,-0.3109614305173424,1.4031585719580153,0.0,117.10000000000001,144.1,10,0.11079545454545454,-0.029425502101821578,0.16772438803263826,0.14265278013672456,0.053366174055829226,0.0,0.03418803418803419,0.031496062992125984,0.026683087027914613,0.042692939244663386,0.3693181818181818,0.18537576864692412,00-0036223,14802.0,19217.0,57488.0,6813.0,,4242335.0,32711.0,,2866395.0,14455.0,,634.0,TaylJo02,jonathan-taylor-1,32711.0,0.0,21682.0,1065406.0,Jonathan Taylor,jonathan taylor,RB,IND,1999-01-19,23.9,2020.0,2.0,9.0,41.0,JayT23,71.0,221.0,Wisconsin,2022.0
1,863912024172847105,2,,2,605279643485933568,4034,9,1,Christian,InjuryStatus.NA,McCaffrey,1661550311801,22,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.CAR,True,26.0,,,1996-06-07,,Stanford,1.0,RB,3117251.0,18877.0,[<NFLPosition.RB: 'RB'>],Christian,00-0033280,#christianmccaffrey-NFL-SF-23,71,Valor Christian (CO),,,,InjuryStatus.NA,McCaffrey,{'injury_override_regular_2021_17': 'IR'},1670224851253.0,23.0,,NFLPosition.RB,,PracticeParticipation.NA,11690.0,12198.0,christian,christianmccaffrey,mccaffrey,2.0,Sport.NFL,f96db0af-5e25-42d1-a07a-49b4e065b364,830517.0,NFLPlayerStatus.ACTIVE,830517.0,NFLTeam.SF,205,30121.0,5.0,00-0033280,2022,REG,1,1,34.0,1,0.0,0.0,0.0,0,0,31.0,3.0,1.0,3.771136244176887,0,1.096774193548387,0.0,160,700.0,4,1.0,0.0,35.0,-5.132265933305762,0,66,83,559.0,3,0.0,0.0,86.0,544.0,29.0,13.094370311987339,0,1.233748196248196,2.7325712189280407,-0.3651183294075543,3.8432739978067727,0.0,173.26000000000002,239.26000000000002,12,0.2144702842377261,0.03508771929824561,0.34430379746835443,0.34977560179518563,0.20438756855575868,0.1875,0.23770491803278687,0.2318840579710145,0.19594378427787934,0.20101005484460696,1.4444444444444444,0.25600256794350523,00-0033280,13130.0,16393.0,11763.0,4034.0,,3117251.0,30121.0,,2136743.0,11690.0,12198.0,283.0,McCaCh01,christian-mccaffrey-1,30121.0,830517.0,18877.0,830517.0,Christian McCaffrey,christian mccaffrey,RB,SFO,1996-06-07,26.5,2017.0,1.0,8.0,8.0,,71.0,205.0,Stanford,2022.0
2,863912024172847105,3,,3,605249638039109632,3198,5,1,Derrick,InjuryStatus.NA,Henry,1662096645655,22,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.TEN,True,28.0,,,1994-01-04,,Alabama,1.0,RB,3043078.0,17959.0,[<NFLPosition.RB: 'RB'>],Derrick,00-0032764,#derrickhenry-NFL-TEN-22,75,Yulee (FL),,,,InjuryStatus.NA,Henry,{'injury_override_regular_2020_5': 'Active'},1670246754084.0,22.0,,NFLPosition.RB,,PracticeParticipation.NA,10819.0,11238.0,derrick,derrickhenry,henry,3.0,Sport.NFL,87c481c7-7414-43cc-82df-19ca0c2ae22e,732145.0,NFLPlayerStatus.ACTIVE,732145.0,NFLTeam.TEN,247,29279.0,6.0,00-0032764,2022,REG,2,2,4.0,1,0.0,0.0,0.0,0,0,3.0,1.0,1.0,0.46645660075591877,0,1.3333333333333333,0.0,258,1078.0,10,1.0,0.0,46.0,-14.212683880527038,0,23,29,286.0,0,1.0,0.0,5.0,277.0,7.0,15.73741013149998,0,-3.2896825396825395,1.2287217566447828,0.05714263864422871,1.8830824820181342,0.0,200.56,223.56,12,0.09634551495016612,0.0021079258010118043,0.2576744186046512,0.14620461306605861,0.12554872695346794,0.0,0.06862745098039216,0.06086956521739131,0.06277436347673397,0.10043898156277437,0.9501661129568106,0.2710409543900487,00-0032764,12626.0,15514.0,10679.0,3198.0,,3043078.0,29279.0,,2061188.0,10819.0,11238.0,296.0,HenrDe00,derrick-henry-2,29279.0,732145.0,17959.0,732145.0,Derrick Henry,derrick henry,RB,TEN,1994-01-04,28.9,2016.0,2.0,14.0,45.0,KingHenry_2,75.0,247.0,Alabama,2022.0
3,863912024172847105,4,,4,340485204214874112,4663,1,1,Austin,InjuryStatus.NA,Ekeler,1661638259523,30,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.LAC,True,27.0,,,1995-05-17,,Western Colorado,1.0,RB,3068267.0,19562.0,[<NFLPosition.RB: 'RB'>],Austin,00-0033699,#austinekeler-NFL-LAC-30,70,Eaton (CO),,,,InjuryStatus.NA,Ekeler,,1670255755197.0,30.0,,NFLPosition.RB,,PracticeParticipation.NA,12401.0,12563.0,austin,austinekeler,ekeler,4.0,Sport.NFL,e5b8c439-a48a-4f83-b63b-1a4d30e04cd3,790004.0,NFLPlayerStatus.ACTIVE,790004.0,NFLTeam.LAC,200,30423.0,5.0,00-0033699,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,138,589.0,7,2.0,1.0,25.0,-9.824279518079921,0,85,104,564.0,5,2.0,1.0,-76.0,673.0,31.0,7.059794381128128,0,-26.461111111111116,2.4171162745783032,-0.367222036710433,3.3686189861701514,0.0,183.3,268.3,12,0.203125,-0.0237722865186112,0.3743047830923248,0.285669670785111,0.16891284815813118,0.25,0.18902439024390244,0.1956521739130435,0.2094564240790656,0.18513027852650493,1.1015625,0.23595940407718152,00-0033699,13404.0,16483.0,12164.0,4663.0,,3068267.0,30423.0,,2820090.0,12401.0,12563.0,385.0,EkelAu00,,30423.0,790004.0,19562.0,790004.0,Austin Ekeler,austin ekeler,RB,LAC,1995-05-17,27.5,2017.0,,,,,70.0,200.0,Western State,2022.0
4,863912024172847105,5,,5,618292946139164672,4029,12,1,Dalvin,InjuryStatus.NA,Cook,1661537410200,4,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.MIN,True,27.0,,,1995-08-10,,Florida State,1.0,RB,3116593.0,18872.0,[<NFLPosition.RB: 'RB'>],Dalvin,00-0033893,#dalvincook-NFL-MIN-4,70,Miami Central (FL),,,,InjuryStatus.NA,Cook,,1670208349645.0,4.0,,NFLPosition.RB,,PracticeParticipation.NA,11700.0,12138.0,dalvin,dalvincook,cook,6.0,Sport.NFL,8960d61e-433b-41ea-a7ad-4e76be87b582,824080.0,NFLPlayerStatus.ACTIVE,824080.0,NFLTeam.MIN,210,30154.0,5.0,00-0033893,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,198,927.0,7,1.0,1.0,40.0,-18.152026979255602,0,28,42,157.0,1,0.0,0.0,-28.0,184.0,11.0,1.2902952786535025,0,15.456060606060603,1.1479159027546124,-0.14654432565323552,1.6192928261746538,0.0,154.4,182.4,12,0.09130434782608696,-0.008747266479225243,0.14375,0.12995870855575023,0.051798086440118775,0.05555555555555555,0.06918238993710692,0.06779661016949153,0.05367682099783716,0.052549580263206136,0.34130434782608693,0.16590264134468458,00-0033893,13128.0,16374.0,11796.0,4029.0,,3116593.0,30154.0,,2130893.0,11700.0,12138.0,271.0,CookDa01,dalvin-cook-1,30154.0,824080.0,18872.0,824080.0,Dalvin Cook,dalvin cook,RB,MIN,1995-08-10,27.3,2017.0,2.0,9.0,41.0,,70.0,210.0,Florida State,2022.0
5,863912024172847105,6,,6,605445447401689088,7528,6,1,Najee,InjuryStatus.NA,Harris,1661800847687,22,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.PIT,True,24.0,,,1998-03-09,,Alabama,1.0,RB,,,[<NFLPosition.RB: 'RB'>],Najee,,#najeeharris-NFL-PIT-22,73,Antioch (CA),,,,InjuryStatus.NA,Harris,,1670205648910.0,22.0,,NFLPosition.RB,,PracticeParticipation.NA,15468.0,,najee,najeeharris,harris,6.0,Sport.NFL,48ec58c3-ec26-4434-b005-8d34035e6667,,NFLPlayerStatus.ACTIVE,973964.0,NFLTeam.PIT,232,,1.0,00-0036893,2022,REG,1,1,4.0,0,0.0,0.0,0.0,0,0,-4.0,8.0,0.0,-0.06479255756130442,0,0.0,0.0,175,671.0,4,1.0,0.0,27.0,-18.420286965934793,0,30,37,148.0,2,1.0,1.0,49.0,155.0,10.0,-1.8297850315335322,0,4.366248693834901,1.0391922310072466,0.17464422186213463,1.681039301814364,0.0,116.06,146.06,12,0.08747044917257683,0.014104778353483017,0.14526710402999063,0.14248949644165165,0.05694497883801462,0.25,0.07575757575757576,0.08571428571428572,0.15347248941900732,0.0955559830704117,0.34988179669030733,0.16186444434593733,00-0036893,15254.0,19302.0,57121.0,7528.0,,4241457.0,33412.0,,2741200.0,15468.0,,1031.0,HarrNa00,najee-harris-1,33412.0,0.0,,973964.0,Najee Harris,najee harris,RB,PIT,1998-03-09,24.7,2021.0,1.0,24.0,24.0,,74.0,230.0,Alabama,2022.0
6,863912024172847105,7,,7,869626839986032640,6794,8,1,Justin,InjuryStatus.NA,Jefferson,1661536509762,18,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.MIN,True,23.0,,,1999-06-16,,LSU,1.0,RWR,4262921.0,21685.0,[<NFLPosition.WR: 'WR'>],Justin,,#justinjefferson-NFL-MIN-18,73,Destrehan (LA),,,,InjuryStatus.NA,Jefferson,,1670209249509.0,18.0,,NFLPosition.WR,,PracticeParticipation.NA,14509.0,,justin,justinjefferson,jefferson,2.0,Sport.NFL,4131d4ee-0318-4bb5-832a-4dec80668a4f,,NFLPlayerStatus.ACTIVE,1069535.0,NFLTeam.MIN,195,32692.0,2.0,00-0036322,2022,REG,2,2,34.0,0,0.0,0.0,0.0,0,0,3.0,31.0,2.0,3.05308636976406,0,1.375,0.0,4,24.0,1,0.0,0.0,2.0,2.3065372665878385,0,88,127,1277.0,6,0.0,0.0,1275.0,442.0,54.0,57.32278216844473,1,12.907735900805376,3.4947436376468635,5.123478103487965,8.828550128911871,0.0,175.46,263.46000000000004,12,0.27608695652173915,0.3983130271790066,0.3453125,0.732780856525814,0.42131309798746286,0.3333333333333333,0.33962264150943394,0.3389830508474576,0.37732321566039806,0.403717145056637,2.776086956521739,0.23963108491595725,00-0036322,14836.0,19236.0,61398.0,6794.0,,4262921.0,32692.0,,2871343.0,14509.0,,542.0,JeffJu00,justin-jefferson-1,32692.0,0.0,21685.0,1069535.0,Justin Jefferson,justin jefferson,WR,MIN,1999-06-16,23.5,2020.0,1.0,22.0,22.0,JJettas2,75.0,192.0,LSU,2022.0
7,863912024172847105,8,,8,605254631701970944,4039,13,1,Cooper,InjuryStatus.NA,Kupp,1661630457442,10,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.LAR,True,29.0,,,1993-06-15,,Eastern Washington,,,2977187.0,18882.0,[<NFLPosition.WR: 'WR'>],Cooper,00-0033908,#cooperkupp-NFL-LAR-10,74,Davis (WA),,,,InjuryStatus.IR,Kupp,,1668954332203.0,10.0,,NFLPosition.WR,,PracticeParticipation.NA,11863.0,12177.0,cooper,cooperkupp,kupp,5.0,Sport.NFL,2806e915-c46f-492f-8a29-71d3a85e5620,698227.0,NFLPlayerStatus.INACTIVE,698227.0,NFLTeam.LAR,208,30182.0,5.0,00-0033908,2022,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,25.0,0.0,0.0,-0.46752027643378824,0,0.0,0.0,9,52.0,1,0.0,0.0,4.0,1.3107369058998302,0,75,98,812.0,6,2.0,1.0,704.0,422.0,42.0,16.342067479237862,0,10.476681903911162,2.7541357273831704,3.233677506865631,6.3947778458806965,0.0,126.4,201.4,9,0.30246913580246915,0.33927710843373493,0.35108153078202997,0.7251253904506917,0.3778501628664495,0.6666666666666666,0.3783783783783784,0.4,0.5222584147665581,0.435613463626493,2.506172839506173,0.2939459396345379,00-0033908,13164.0,16433.0,11824.0,4039.0,,2977187.0,30182.0,,2006951.0,11863.0,12177.0,310.0,KuppCo00,,30182.0,698227.0,18882.0,698227.0,Cooper Kupp,cooper kupp,WR,LAR,1993-06-15,29.5,2017.0,3.0,5.0,69.0,,74.0,208.0,Eastern Washington,2022.0
8,863912024172847105,9,,9,605176209256583168,6790,3,1,D'Andre,InjuryStatus.NA,Swift,1661749848402,32,NFLPosition.RB,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.DET,True,23.0,,,1999-01-14,,Georgia,2.0,RB,4259545.0,21684.0,[<NFLPosition.RB: 'RB'>],D'Andre,,#dandreswift-NFL-DET-32,69,St. Joseph's Prep (PA),,,,InjuryStatus.NA,Swift,,1670265956287.0,32.0,,NFLPosition.RB,,PracticeParticipation.NA,14394.0,,dandre,dandreswift,swift,13.0,Sport.NFL,cc4b5f58-a11c-4450-a1df-617ad88336e4,,NFLPlayerStatus.ACTIVE,1069808.0,NFLTeam.DET,208,32705.0,2.0,00-0036275,2022,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,64,354.0,4,0.0,0.0,13.0,4.671231181302966,1,28,41,235.0,2,1.0,0.0,25.0,274.0,12.0,8.111905222167643,0,-3.031521739130434,1.2604673969379852,0.15628074837035835,2.0000976192662288,0.0,96.9,124.9,9,0.13442622950819672,0.011611704598235021,0.23025210084033612,0.2109287079408831,0.10745313214449016,0.13333333333333333,0.10344827586206896,0.10687022900763359,0.12039323273891175,0.11262917238225881,0.7704918032786885,0.14501671930150475,00-0036275,14797.0,19210.0,57212.0,6790.0,,4259545.0,32705.0,,2871710.0,14394.0,,639.0,SwifDA00,dandre-swift-1,32705.0,0.0,21684.0,1069808.0,D'Andre Swift,dandre swift,RB,DET,1999-01-14,23.9,2020.0,2.0,3.0,35.0,DAndreSwift,70.0,211.0,Georgia,2022.0
9,863912024172847105,10,,10,605180610515898368,2133,4,1,Davante,InjuryStatus.NA,Adams,1661570415222,17,NFLPosition.WR,Sport.NFL,NFLPlayerStatus.ACTIVE,NFLTeam.LV,True,29.0,,,1992-12-24,,Fresno State,1.0,LWR,16800.0,16470.0,[<NFLPosition.WR: 'WR'>],Davante,00-0031381,#davanteadams-NFL-LV-17,73,Palo Alto (CA),,,,InjuryStatus.NA,Adams,,1670250652551.0,17.0,,NFLPosition.WR,,PracticeParticipation.NA,9455.0,9273.0,davante,davanteadams,adams,11.0,Sport.NFL,e7d6ae25-bf15-4660-8b37-c37716551de3,611417.0,NFLPlayerStatus.ACTIVE,611417.0,NFLTeam.LV,215,27581.0,8.0,00-0031381,2022,REG,0,0,0.0,0,0.0,1.0,10.0,0,0,0.0,0.0,0.0,-1.8045640784548596,0,0.0,0.0,3,-1.0,0,0.0,0.0,0.0,-3.830479648313485,0,80,135,1176.0,12,1.0,0.0,1524.0,407.0,52.0,47.998659984143174,0,8.680816274405442,4.018050097382575,5.056286346089474,9.566475588336493,0.0,189.5,269.5,12,0.31542056074766356,0.40770465489566615,0.29492753623188406,0.7992945650380283,0.38481675392670156,0.6,0.37142857142857144,0.4,0.49240837696335077,0.4278534031413613,2.7476635514018692,0.2481263925460806,00-0031381,11675.0,12123.0,8688.0,2133.0,davanteadams/2543495,16800.0,27581.0,,1893167.0,9455.0,9273.0,277.0,AdamDa01,davante-adams-1,27581.0,611417.0,16470.0,611417.0,Davante Adams,davante adams,WR,LVR,1992-12-24,29.9,2014.0,2.0,21.0,53.0,tae15adams,73.0,215.0,Fresno State,2022.0
